SPECIES	Longitude	Latitude
Bignonia lilacina 	-77.3330	-1.4160
Bignonia lilacina 	-74.1440	2.5200
Bignonia lilacina 	-75.1660	9.9660
Bignonia lilacina 	-61.5000	3.4660
Bignonia lilacina 	-61.9830	-10.0830
Bignonia lilacina 	-50.7830	-3.3660
Bignonia lilacina 	-51.5000	-7.7500
Bignonia lilacina 	-57.8100	-7.7100
Bignonia lilacina 	-52.2500	-3.2170
Bignonia lilacina 	-45.9500	-4.0830
Bignonia lilacina 	-67.8330	-10.0000
Bignonia lilacina 	-68.6830	-9.0830
Bignonia lilacina 	-67.8150	-10.0000
Bignonia lilacina 	-63.7500	-17.4167
Bignonia lilacina 	-61.3672	-15.3178
Bignonia lilacina 	-60.8200	-14.5583
Bignonia lilacina 	-60.0000	-14.0667
Bignonia lilacina 	-60.9206	-13.6014
Bignonia lilacina 	-61.1464	-14.3667
Bignonia lilacina 	-61.2428	-15.2461
Bignonia lilacina 	-60.7000	-14.6333
Bignonia lilacina 	-63.7167	-17.4667
Bignonia lilacina 	-68.6167	-11.8500
Bignonia lilacina 	-66.5000	-11.5833
Bignonia lilacina 	-68.2000	-13.8667
Bignonia lilacina 	-67.9122	-14.1706
Bignonia lilacina 	-67.9186	-14.1756
Bignonia lilacina 	-68.1650	-13.8972
Bignonia lilacina 	-67.9411	-14.2625
Bignonia lilacina 	-67.9500	-14.2247
Bignonia lilacina 	-67.6733	-14.5642
Bignonia lilacina 	-67.6500	-14.6167
Bignonia lilacina 	-67.6608	-14.6258
Bignonia lilacina 	-67.6528	-14.6142
Bignonia lilacina 	-67.7978	-14.6533
Bignonia lilacina 	-67.7814	-14.9767
Bignonia lilacina 	-68.7667	-13.5833
Bignonia lilacina 	-67.5833	-14.4667
Bignonia nocturna 	-57.1873	4.4392
Bignonia nocturna 	-74.4643	-8.3800
Bignonia nocturna 	-74.5380	-8.3820
Bignonia nocturna 	-76.5120	-8.1840
Bignonia nocturna 	-76.8000	-6.9330
Bignonia nocturna 	-76.6660	-7.8330
Bignonia nocturna 	-74.9500	-10.2000
Bignonia nocturna 	-69.3000	-12.8160
Bignonia nocturna 	-69.5670	-13.1340
Bignonia nocturna 	-69.0500	-12.0830
Bignonia nocturna 	-69.1500	-12.5830
Bignonia nocturna 	-69.0830	-12.5830
Bignonia nocturna 	-69.1830	-12.6000
Bignonia nocturna 	-71.7000	-12.0840
Bignonia nocturna 	-71.4160	-11.8330
Bignonia nocturna 	-71.3660	-11.8660
Bignonia nocturna 	-77.4160	-3.6660
Bignonia nocturna 	-73.3330	-3.7500
Bignonia nocturna 	-72.8330	-3.4660
Bignonia nocturna 	-73.0000	-3.4650
Bignonia nocturna 	-75.9970	-9.2950
Bignonia nocturna 	-76.1170	-9.0200
Bignonia nocturna 	-74.9330	-9.6160
Bignonia nocturna 	-74.9333	-9.6167
Bignonia nocturna 	-74.6330	-8.7330
Bignonia nocturna 	-76.0980	-8.9290
Bignonia nocturna 	-71.1660	-13.0660
Bignonia nocturna 	-78.1490	8.6510
Bignonia nocturna 	-77.7830	8.3830
Bignonia nocturna 	-77.5000	7.9500
Bignonia nocturna 	-77.7330	8.1330
Bignonia nocturna 	-77.5000	8.0160
Bignonia nocturna 	-77.2830	8.1830
Bignonia nocturna 	-54.0160	3.4160
Bignonia nocturna 	-53.2333	3.3833
Bignonia nocturna 	-52.4667	2.7833
Bignonia nocturna 	-53.2000	3.6330
Bignonia nocturna 	-53.2000	3.6160
Bignonia nocturna 	-53.2160	3.6160
Bignonia nocturna 	-53.2333	3.4000
Bignonia nocturna 	-52.4667	3.2167
Bignonia nocturna 	-73.9140	6.6180
Bignonia nocturna 	-73.8680	7.0650
Bignonia nocturna 	-75.8960	8.8600
Bignonia nocturna 	-77.0960	8.0400
Bignonia nocturna 	-77.2000	7.1500
Bignonia nocturna 	-77.1180	7.4400
Bignonia nocturna 	-77.1800	7.8170
Bignonia nocturna 	-77.0330	8.2000
Bignonia nocturna 	-74.0660	8.2500
Bignonia nocturna 	-74.6500	5.8830
Bignonia nocturna 	-74.7830	6.0500
Bignonia nocturna 	-75.0560	7.3160
Bignonia nocturna 	-75.1890	6.0600
Bignonia nocturna 	-70.3830	-3.7700
Bignonia nocturna 	-69.9400	-4.2150
Bignonia nocturna 	-69.9820	-3.1570
Bignonia nocturna 	-48.2500	-5.9330
Bignonia nocturna 	-63.4330	-8.7660
Bignonia nocturna 	-50.7330	-2.6660
Bignonia nocturna 	-54.6830	-2.4000
Bignonia nocturna 	-51.9000	-1.1500
Bignonia nocturna 	-47.7830	-1.6670
Bignonia nocturna 	-51.1160	-7.7830
Bignonia nocturna 	-51.5000	-7.7500
Bignonia nocturna 	-55.8330	-1.7500
Bignonia nocturna 	-49.1670	-5.3830
Bignonia nocturna 	-57.8100	-7.7100
Bignonia nocturna 	-47.9170	-1.2670
Bignonia nocturna 	-47.5000	-3.0000
Bignonia nocturna 	-48.4830	-1.4500
Bignonia nocturna 	-48.2500	-2.0000
Bignonia nocturna 	-59.3500	-10.2000
Bignonia nocturna 	-64.7000	-3.3900
Bignonia nocturna 	-64.8700	-7.2000
Bignonia nocturna 	-67.8150	-10.0000
Bignonia nocturna 	-68.8000	-10.8500
Bignonia nocturna 	-62.6167	-14.6333
Bignonia nocturna 	-60.8161	-13.9061
Bignonia nocturna 	-60.9308	-14.5578
Bignonia nocturna 	-60.7833	-14.6000
Bignonia nocturna 	-60.0000	-14.0667
Bignonia nocturna 	-60.7814	-14.6353
Bignonia nocturna 	-60.7425	-14.3625
Bignonia nocturna 	-60.7967	-14.5544
Bignonia nocturna 	-61.0383	-14.7642
Bignonia nocturna 	-61.0364	-14.7692
Bignonia nocturna 	-60.7000	-14.6333
Bignonia nocturna 	-61.1614	-14.3461
Bignonia nocturna 	-61.1464	-14.3667
Bignonia nocturna 	-67.1833	-11.4000
Bignonia nocturna 	-67.2500	-12.0167
Bignonia nocturna 	-67.9172	-14.1567
Bignonia nocturna 	-68.2000	-13.8667
Bignonia nocturna 	-67.9617	-14.3572
Bignonia nocturna 	-67.9828	-14.3575
Bignonia nocturna 	-67.9500	-14.4000
Bignonia nocturna 	-67.6728	-14.5536
Bignonia nocturna 	-67.9606	-14.2092
Bignonia nocturna 	-67.6733	-14.5642
Bignonia nocturna 	-67.8194	-14.6533
Bignonia nocturna 	-67.7953	-14.6667
Bignonia nocturna 	-67.6000	-15.0333
Bignonia nocturna 	-68.7667	-13.5833
Bignonia nocturna 	-67.3500	-15.5333
Bignonia nocturna 	-66.0333	-11.7500
Bignonia nocturna 	-66.0000	-11.0000
Cuspidaria inaequalis 	-61.6440	10.7300
Cuspidaria inaequalis 	-61.5930	8.3710
Cuspidaria inaequalis 	-65.0330	6.0660
Cuspidaria inaequalis 	-65.0660	6.0500
Cuspidaria inaequalis 	-61.0830	7.0830
Cuspidaria inaequalis 	-62.3950	5.2000
Cuspidaria inaequalis 	-61.6030	6.7170
Cuspidaria inaequalis 	-61.6330	6.7330
Cuspidaria inaequalis 	-61.8650	6.1060
Cuspidaria inaequalis 	-64.8580	6.9580
Cuspidaria inaequalis 	-62.1270	5.0880
Cuspidaria inaequalis 	-61.1310	6.7350
Cuspidaria inaequalis 	-66.9500	2.0000
Cuspidaria inaequalis 	-66.0830	5.2500
Cuspidaria inaequalis 	-67.0500	1.9330
Cuspidaria inaequalis 	-67.0667	1.9167
Cuspidaria inaequalis 	-67.8000	5.2500
Cuspidaria inaequalis 	-66.2500	0.8660
Cuspidaria inaequalis 	-65.7500	3.6660
Cuspidaria inaequalis 	-67.6660	4.9167
Cuspidaria inaequalis 	-66.1660	5.5830
Cuspidaria inaequalis 	-66.1330	0.8330
Cuspidaria inaequalis 	-67.0000	2.0000
Cuspidaria inaequalis 	-55.2333	5.7000
Cuspidaria inaequalis 	-56.1488	3.7911
Cuspidaria inaequalis 	-55.6833	4.6333
Cuspidaria inaequalis 	-55.8833	5.7666
Cuspidaria inaequalis 	-55.1667	5.8333
Cuspidaria inaequalis 	-55.1667	5.6000
Cuspidaria inaequalis 	-75.5830	-9.2500
Cuspidaria inaequalis 	-76.3830	-8.4160
Cuspidaria inaequalis 	-76.5120	-8.1840
Cuspidaria inaequalis 	-69.5670	-13.1340
Cuspidaria inaequalis 	-58.9330	4.2500
Cuspidaria inaequalis 	-59.5167	2.8333
Cuspidaria inaequalis 	-60.6160	5.8830
Cuspidaria inaequalis 	-59.7000	6.7830
Cuspidaria inaequalis 	-54.0500	5.3830
Cuspidaria inaequalis 	-53.2000	3.6330
Cuspidaria inaequalis 	-54.0000	5.4160
Cuspidaria inaequalis 	-53.2167	5.4833
Cuspidaria inaequalis 	-54.0660	2.6500
Cuspidaria inaequalis 	-52.4660	4.7830
Cuspidaria inaequalis 	-53.1660	5.0000
Cuspidaria inaequalis 	-53.2000	3.6160
Cuspidaria inaequalis 	-52.1333	4.3167
Cuspidaria inaequalis 	-52.7011	5.0715
Cuspidaria inaequalis 	-52.4333	4.7833
Cuspidaria inaequalis 	-52.3330	4.8330
Cuspidaria inaequalis 	-53.8000	5.6000
Cuspidaria inaequalis 	-68.4580	0.7340
Cuspidaria inaequalis 	-70.1630	1.1980
Cuspidaria inaequalis 	-71.9570	1.3570
Cuspidaria inaequalis 	-73.6330	4.1500
Cuspidaria inaequalis 	-73.7660	3.9830
Cuspidaria inaequalis 	-74.8000	6.1000
Cuspidaria inaequalis 	-75.0560	7.3160
Cuspidaria inaequalis 	-72.3160	-0.4160
Cuspidaria inaequalis 	-72.2500	-0.6330
Cuspidaria inaequalis 	-61.3167	10.6167
Cuspidaria inaequalis 	-61.3333	10.5833
Cuspidaria inaequalis 	-61.4667	10.7167
Cuspidaria inaequalis 	-61.1167	10.5833
Cuspidaria inaequalis 	-61.2833	10.6333
Cuspidaria inaequalis 	-60.1660	-12.7500
Cuspidaria inaequalis 	-65.3330	-9.6830
Cuspidaria inaequalis 	-55.8330	-8.5000
Cuspidaria inaequalis 	-54.6830	-2.4000
Cuspidaria inaequalis 	-55.8330	-1.7500
Cuspidaria inaequalis 	-57.3330	-7.7500
Cuspidaria inaequalis 	-54.8830	-2.6670
Cuspidaria inaequalis 	-48.4830	-1.4500
Cuspidaria inaequalis 	-54.9500	-2.4830
Cuspidaria inaequalis 	-66.4160	-0.4160
Cuspidaria inaequalis 	-62.8000	1.5330
Cuspidaria inaequalis 	-60.0830	-2.3160
Cuspidaria inaequalis 	-64.8700	-7.2000
Cuspidaria inaequalis 	-60.0000	-3.0000
Cuspidaria inaequalis 	-63.1660	-7.5160
Cuspidaria inaequalis 	-63.2830	0.8160
Cuspidaria inaequalis 	-68.6830	-9.0830
Cuspidaria inaequalis 	-60.3872	-14.8047
Cuspidaria inaequalis 	-60.3867	-14.8064
Cuspidaria inaequalis 	-60.8200	-14.5583
Cuspidaria inaequalis 	-60.8711	-14.6158
Cuspidaria inaequalis 	-60.7958	-13.6400
Cuspidaria inaequalis 	-60.7425	-14.3625
Cuspidaria inaequalis 	-61.5331	-13.7025
Cuspidaria inaequalis 	-66.7667	-10.6500
Cuspidaria inaequalis 	-66.0667	-11.0000
Cuspidaria inaequalis 	-65.3667	-10.8167
Fridericia fanshawei 	-61.5930	8.3710
Fridericia fanshawei 	-61.9060	8.0380
Fridericia fanshawei 	-62.7660	3.8830
Fridericia fanshawei 	-66.1300	7.6480
Fridericia fanshawei 	-61.9000	7.9667
Fridericia fanshawei 	-61.6330	6.7330
Fridericia fanshawei 	-55.1667	5.0167
Fridericia fanshawei 	-76.5120	-8.1840
Fridericia fanshawei 	-76.2500	-6.0160
Fridericia fanshawei 	-75.3000	-10.3330
Fridericia fanshawei 	-71.3000	-12.5830
Fridericia fanshawei 	-70.2810	-4.1670
Fridericia fanshawei 	-72.9160	-3.2500
Fridericia fanshawei 	-73.5830	-4.4830
Fridericia fanshawei 	-76.4000	-2.9000
Fridericia fanshawei 	-77.6660	-3.8330
Fridericia fanshawei 	-60.6160	5.8830
Fridericia fanshawei 	-54.0833	5.4000
Fridericia fanshawei 	-53.0000	5.1660
Fridericia fanshawei 	-53.2000	3.6160
Fridericia fanshawei 	-52.2000	3.6160
Fridericia fanshawei 	-52.5830	4.9160
Fridericia fanshawei 	-52.5000	4.9000
Fridericia fanshawei 	-52.3330	4.5830
Fridericia fanshawei 	-53.2875	3.7208
Fridericia fanshawei 	-53.2864	3.7197
Fridericia fanshawei 	-53.2842	3.7175
Fridericia fanshawei 	-53.2833	3.7167
Fridericia fanshawei 	-52.1160	4.5410
Fridericia fanshawei 	-72.3430	0.9380
Fridericia fanshawei 	-72.2500	-0.6330
Fridericia fanshawei 	-54.6830	-2.4330
Fridericia fanshawei 	-55.8330	-1.7500
Fridericia fanshawei 	-47.5000	-3.0000
Fridericia fanshawei 	-59.3500	-10.2000
Fridericia fanshawei 	-51.9160	3.7160
Fridericia fanshawei 	-51.8000	-0.1330
Fridericia fanshawei 	-61.0328	-14.7800
Fridericia fanshawei 	-67.9833	-11.7333
Fridericia nigrescens 	-66.4830	6.1500
Fridericia nigrescens 	-62.2500	5.9000
Fridericia nigrescens 	-65.1660	7.3330
Fridericia nigrescens 	-61.6330	6.7330
Fridericia nigrescens 	-67.7000	4.0486
Fridericia nigrescens 	-67.0500	1.9330
Fridericia nigrescens 	-66.5000	4.2160
Fridericia nigrescens 	-66.0830	4.9660
Fridericia nigrescens 	-66.1000	5.6330
Fridericia nigrescens 	-66.1660	5.3330
Fridericia nigrescens 	-66.1250	5.6830
Fridericia nigrescens 	-67.5333	5.6500
Fridericia nigrescens 	-67.5500	5.3660
Fridericia nigrescens 	-67.5500	5.4500
Fridericia nigrescens 	-67.5500	2.7167
Fridericia nigrescens 	-65.7000	3.8160
Fridericia nigrescens 	-56.1905	3.9061
Fridericia nigrescens 	-55.6337	5.0294
Fridericia nigrescens 	-57.1873	4.4392
Fridericia nigrescens 	-58.6500	1.7000
Fridericia nigrescens 	-54.0000	5.4160
Fridericia nigrescens 	-53.2000	3.6330
Fridericia nigrescens 	-53.1660	5.0000
Fridericia nigrescens 	-52.5830	4.9160
Fridericia nigrescens 	-67.2660	1.7830
Fridericia nigrescens 	-63.4330	-8.7660
Fridericia nigrescens 	-54.6830	-2.4330
Fridericia nigrescens 	-58.4170	-2.9170
Fridericia nigrescens 	-57.0330	-1.0830
Fridericia nigrescens 	-51.9000	-1.1500
Fridericia nigrescens 	-51.1160	-7.7830
Fridericia nigrescens 	-55.6660	-5.9160
Fridericia nigrescens 	-47.5000	-3.0000
Fridericia nigrescens 	-48.4830	-1.4500
Fridericia nigrescens 	-52.5830	-1.5000
Fridericia nigrescens 	-67.2500	0.3300
Fridericia nigrescens 	-67.2500	0.0330
Fridericia nigrescens 	-59.7100	-2.7100
Fridericia nigrescens 	-70.8830	-5.2500
Fridericia nigrescens 	-58.6660	-4.3660
Fridericia nigrescens 	-59.9000	-2.3000
Fridericia nigrescens 	-59.7270	-2.4070
Fridericia nigrescens 	-60.0830	-2.3160
Fridericia nigrescens 	-62.5330	-7.5830
Fridericia nigrescens 	-59.5830	-4.3830
Fridericia nigrescens 	-59.6000	-4.3830
Fridericia nigrescens 	-63.5000	0.5000
Fridericia nigrescens 	-51.8000	-0.1330
Fridericia prancei 	-66.1660	0.8330
Fridericia prancei 	-66.1830	0.8330
Fridericia prancei 	-66.1330	0.8330
Fridericia prancei 	-69.6660	-13.3500
Fridericia prancei 	-72.2500	-0.6330
Fridericia prancei 	-60.6828	-0.1554
Fridericia prancei 	-63.1160	-9.1660
Fridericia prancei 	-55.5830	-1.9170
Fridericia prancei 	-51.9000	-1.1500
Fridericia prancei 	-52.5830	-1.5000
Fridericia prancei 	-61.4670	-3.7000
Fridericia prancei 	-70.8830	-5.2500
Fridericia prancei 	-73.0000	-4.3330
Fridericia prancei 	-59.9000	-2.3000
Fridericia prancei 	-59.9938	-2.1090
Fridericia prancei 	-60.0830	-2.3160
Fridericia prancei 	-60.4000	-3.8000
Fridericia prancei 	-73.9000	-8.3000
Fridericia tuberculata 	-63.9830	5.3000
Fridericia tuberculata 	-67.1660	6.4000
Fridericia tuberculata 	-65.0830	7.2500
Fridericia tuberculata 	-64.8830	7.6330
Fridericia tuberculata 	-66.1330	5.6160
Fridericia tuberculata 	-65.7330	3.7330
Fridericia tuberculata 	-67.5333	5.6500
Fridericia tuberculata 	-57.5000	4.0833
Fridericia tuberculata 	-76.5120	-8.1840
Fridericia tuberculata 	-75.1660	-10.3330
Fridericia tuberculata 	-69.3000	-12.8160
Fridericia tuberculata 	-69.7160	-12.8160
Fridericia tuberculata 	-73.2660	-3.8330
Fridericia tuberculata 	-73.6660	-12.6330
Fridericia tuberculata 	-71.1660	-13.0660
Fridericia tuberculata 	-72.0000	-12.0000
Fridericia tuberculata 	-54.0160	2.6000
Fridericia tuberculata 	-77.4160	-0.9160
Fridericia tuberculata 	-60.5500	1.2000
Fridericia tuberculata 	-61.7500	0.4000
Fridericia tuberculata 	-61.5000	3.4660
Fridericia tuberculata 	-61.4330	3.4000
Fridericia tuberculata 	-63.1160	-9.1660
Fridericia tuberculata 	-61.0330	-11.2000
Fridericia tuberculata 	-64.3670	-9.3670
Fridericia tuberculata 	-65.3160	-9.7830
Fridericia tuberculata 	-49.7330	-3.9160
Fridericia tuberculata 	-50.0500	-6.0660
Fridericia tuberculata 	-54.6830	-2.4330
Fridericia tuberculata 	-56.2833	-4.4333
Fridericia tuberculata 	-51.9000	-1.1500
Fridericia tuberculata 	-47.3000	-1.2000
Fridericia tuberculata 	-54.5000	-0.9160
Fridericia tuberculata 	-54.9500	-8.7500
Fridericia tuberculata 	-55.5000	-6.8330
Fridericia tuberculata 	-55.5170	-3.7330
Fridericia tuberculata 	-46.7667	-1.0500
Fridericia tuberculata 	-47.5000	-3.0000
Fridericia tuberculata 	-48.4830	-1.4500
Fridericia tuberculata 	-45.0830	-2.5170
Fridericia tuberculata 	-63.3160	0.8160
Fridericia tuberculata 	-67.2500	0.0330
Fridericia tuberculata 	-61.4670	-3.7000
Fridericia tuberculata 	-70.8830	-5.2500
Fridericia tuberculata 	-60.6660	-7.5830
Fridericia tuberculata 	-60.0830	-2.3160
Fridericia tuberculata 	-60.2830	-3.4170
Fridericia tuberculata 	-64.8700	-7.2000
Fridericia tuberculata 	-62.5330	-7.5830
Fridericia tuberculata 	-63.1170	-4.1330
Fridericia tuberculata 	-61.1830	1.7830
Fridericia tuberculata 	-59.0000	-6.8330
Fridericia tuberculata 	-51.0670	0.0670
Fridericia tuberculata 	-61.1706	-14.6908
Fridericia tuberculata 	-66.7167	-14.7167
Fridericia tuberculata 	-65.3667	-10.8167
Lundia densiflora 	-61.4160	7.4160
Lundia densiflora 	-61.1330	7.4160
Lundia densiflora 	-61.3660	6.2330
Lundia densiflora 	-61.0830	7.0830
Lundia densiflora 	-64.1160	5.7160
Lundia densiflora 	-67.1660	6.4000
Lundia densiflora 	-63.5030	6.8120
Lundia densiflora 	-63.4160	6.7000
Lundia densiflora 	-61.5830	4.5000
Lundia densiflora 	-61.9000	7.9667
Lundia densiflora 	-62.6330	7.5160
Lundia densiflora 	-61.6330	6.7330
Lundia densiflora 	-65.7830	7.2160
Lundia densiflora 	-61.1310	6.7350
Lundia densiflora 	-67.4160	6.4160
Lundia densiflora 	-67.2600	3.9580
Lundia densiflora 	-67.0500	1.8500
Lundia densiflora 	-64.6000	3.8160
Lundia densiflora 	-65.7500	3.6660
Lundia densiflora 	-67.2500	5.5830
Lundia densiflora 	-67.5500	5.3660
Lundia densiflora 	-65.2330	2.8000
Lundia densiflora 	-66.1660	0.8330
Lundia densiflora 	-57.0000	3.3333
Lundia densiflora 	-55.8833	5.7666
Lundia densiflora 	-54.9167	5.3833
Lundia densiflora 	-75.3790	-8.9540
Lundia densiflora 	-69.5670	-13.1340
Lundia densiflora 	-73.5000	-4.5000
Lundia densiflora 	-73.7660	-4.9830
Lundia densiflora 	-59.0660	4.1500
Lundia densiflora 	-59.0830	7.7500
Lundia densiflora 	-67.8310	4.7630
Lundia densiflora 	-70.8970	4.5680
Lundia densiflora 	-73.6950	5.6410
Lundia densiflora 	-73.9500	6.3160
Lundia densiflora 	-73.8680	7.0650
Lundia densiflora 	-73.5660	4.0830
Lundia densiflora 	-76.1660	8.0830
Lundia densiflora 	-74.7030	7.0830
Lundia densiflora 	-73.8890	7.0280
Lundia densiflora 	-69.9400	-4.2150
Lundia densiflora 	-69.5630	-1.3000
Lundia densiflora 	-72.3160	-0.4160
Lundia densiflora 	-72.2500	-0.6330
Lundia densiflora 	-60.8670	2.4170
Lundia densiflora 	-61.4660	2.0160
Lundia densiflora 	-51.9170	-2.6500
Lundia densiflora 	-51.9000	-1.1500
Lundia densiflora 	-52.2330	-1.7500
Lundia densiflora 	-55.5000	-1.8670
Lundia densiflora 	-46.7667	-1.0500
Lundia densiflora 	-54.8830	-2.6670
Lundia densiflora 	-54.9500	-2.4830
Lundia densiflora 	-52.5830	-1.5000
Lundia densiflora 	-64.7000	-3.3660
Lundia densiflora 	-66.4160	-0.4160
Lundia densiflora 	-67.2500	0.0330
Lundia densiflora 	-59.7100	-2.7100
Lundia densiflora 	-70.8830	-5.2500
Lundia densiflora 	-62.1120	-6.8975
Lundia densiflora 	-65.9160	-0.2500
Lundia densiflora 	-62.9170	-0.4170
Lundia densiflora 	-57.6830	-3.3160
Lundia densiflora 	-59.9000	-2.3000
Lundia densiflora 	-60.1000	-2.5000
Lundia densiflora 	-60.0830	-2.3160
Lundia densiflora 	-60.6170	-3.2670
Lundia densiflora 	-62.5330	-7.5830
Lundia densiflora 	-59.5830	-4.3830
Lundia densiflora 	-52.1330	1.1830
Lundia densiflora 	-51.2000	-0.0500
Lundia densiflora 	-67.5170	-9.3500
Lundia densiflora 	-73.9000	-8.3000
Lundia densiflora 	-60.4031	-14.8075
Lundia densiflora 	-60.8200	-14.5583
Lundia densiflora 	-60.9308	-14.5578
Lundia densiflora 	-60.8833	-14.5500
Lundia densiflora 	-60.5333	-14.3000
Lundia densiflora 	-60.8125	-13.9261
Lundia densiflora 	-65.0667	-9.0833
Lundia densiflora 	-67.9833	-11.7428
Lundia densiflora 	-68.0000	-15.5833
Lundia densiflora 	-68.1667	-15.2500
Lundia densiflora 	-67.7000	-16.1000
Lundia densiflora 	-66.1333	-11.0000
Lundia densiflora 	-65.7500	-11.0833
Lundia densiflora 	-66.0333	-11.7500
Lundia erionema 	-67.0830	6.2830
Lundia erionema 	-61.7970	5.6870
Lundia erionema 	-63.6830	5.7330
Lundia erionema 	-61.7660	5.6330
Lundia erionema 	-67.7000	4.0486
Lundia erionema 	-67.6660	3.9160
Lundia erionema 	-66.1660	0.8330
Lundia erionema 	-54.9833	5.4167
Lundia erionema 	-55.1667	5.0167
Lundia erionema 	-76.3650	-6.5010
Lundia erionema 	-73.5000	-4.1660
Lundia erionema 	-72.7500	-4.2500
Lundia erionema 	-59.8000	4.7000
Lundia erionema 	-58.2500	6.2660
Lundia erionema 	-58.1667	6.7667
Lundia erionema 	-58.2500	6.4160
Lundia erionema 	-58.1660	5.3330
Lundia erionema 	-57.6333	5.7833
Lundia erionema 	-53.1660	5.0000
Lundia erionema 	-52.1333	4.3167
Lundia erionema 	-52.5000	4.9000
Lundia erionema 	-52.7011	5.0715
Lundia erionema 	-52.1667	4.5500
Lundia erionema 	-53.7833	5.6667
Lundia erionema 	-52.4333	4.7833
Lundia erionema 	-71.3350	0.1660
Lundia erionema 	-70.1630	1.1980
Lundia erionema 	-55.5830	-1.9170
Lundia erionema 	-54.6830	-2.4000
Lundia erionema 	-51.9000	-1.1500
Lundia erionema 	-47.9830	-1.5000
Lundia erionema 	-55.8330	-1.7500
Lundia erionema 	-57.9160	-7.2330
Lundia erionema 	-47.1170	-1.1330
Lundia erionema 	-48.4830	-1.4500
Lundia erionema 	-52.5830	-1.5000
Lundia erionema 	-51.0670	0.0670
Lundia erionema 	-67.4167	-14.3500
Pleonotoma clematis 	-64.4160	10.2660
Pleonotoma clematis 	-64.2855	10.4073
Pleonotoma clematis 	-64.3330	10.3330
Pleonotoma clematis 	-64.3000	10.3830
Pleonotoma clematis 	-64.4841	10.2650
Pleonotoma clematis 	-63.5160	9.7500
Pleonotoma clematis 	-65.4330	10.1330
Pleonotoma clematis 	-67.4159	8.9180
Pleonotoma clematis 	-67.3900	8.9430
Pleonotoma clematis 	-67.1000	9.4167
Pleonotoma clematis 	-67.4667	8.9667
Pleonotoma clematis 	-62.4167	8.0330
Pleonotoma clematis 	-62.6610	8.3670
Pleonotoma clematis 	-67.0260	6.8000
Pleonotoma clematis 	-67.1667	6.3500
Pleonotoma clematis 	-62.9660	7.6330
Pleonotoma clematis 	-63.1660	7.5000
Pleonotoma clematis 	-62.1000	7.8830
Pleonotoma clematis 	-62.2660	5.9000
Pleonotoma clematis 	-62.2500	5.9000
Pleonotoma clematis 	-62.2660	5.9330
Pleonotoma clematis 	-65.1660	7.3330
Pleonotoma clematis 	-62.2830	5.9330
Pleonotoma clematis 	-63.2330	7.4660
Pleonotoma clematis 	-62.8330	8.1660
Pleonotoma clematis 	-62.7940	8.2820
Pleonotoma clematis 	-63.3660	6.8830
Pleonotoma clematis 	-65.8010	6.8180
Pleonotoma clematis 	-63.5500	8.1333
Pleonotoma clematis 	-63.6830	5.7330
Pleonotoma clematis 	-66.2500	7.6000
Pleonotoma clematis 	-67.0830	6.3330
Pleonotoma clematis 	-66.1720	7.6460
Pleonotoma clematis 	-67.2830	6.6500
Pleonotoma clematis 	-64.2500	8.0580
Pleonotoma clematis 	-65.4300	10.1300
Pleonotoma clematis 	-64.3667	10.0167
Pleonotoma clematis 	-64.7160	10.1330
Pleonotoma clematis 	-66.1500	5.6660
Pleonotoma clematis 	-66.9500	2.0000
Pleonotoma clematis 	-66.1660	5.5830
Pleonotoma clematis 	-66.1250	5.6910
Pleonotoma clematis 	-67.5333	5.6500
Pleonotoma clematis 	-56.5000	3.5166
Pleonotoma clematis 	-57.1667	5.2000
Pleonotoma clematis 	-55.8833	5.7666
Pleonotoma clematis 	-54.8167	4.8167
Pleonotoma clematis 	-59.5000	2.8330
Pleonotoma clematis 	-58.9160	3.8830
Pleonotoma clematis 	-59.3500	4.0000
Pleonotoma clematis 	-59.6000	4.0330
Pleonotoma clematis 	-59.4660	3.0660
Pleonotoma clematis 	-54.0000	5.4160
Pleonotoma clematis 	-54.2000	3.8330
Pleonotoma clematis 	-69.2080	0.6150
Pleonotoma clematis 	-60.5000	5.5830
Pleonotoma clematis 	-61.5000	3.4660
Pleonotoma clematis 	-61.6670	3.4170
Pleonotoma clematis 	-61.8330	3.5830
Pleonotoma clematis 	-63.4330	-8.7660
Pleonotoma clematis 	-70.8830	-5.2500
Pleonotoma clematis 	-57.9500	-2.5000
Pleonotoma clematis 	-67.4000	-8.7500
Pleonotoma clematis 	-51.7500	0.7000
Pleonotoma clematis 	-52.0000	0.0000
Tanaecium bilabiatum 	-62.3580	9.0570
Tanaecium bilabiatum 	-67.6500	7.5833
Tanaecium bilabiatum 	-65.7660	7.8330
Tanaecium bilabiatum 	-61.8240	8.5620
Tanaecium bilabiatum 	-62.0160	8.5980
Tanaecium bilabiatum 	-64.5500	6.3660
Tanaecium bilabiatum 	-62.9830	6.9830
Tanaecium bilabiatum 	-62.9000	6.9660
Tanaecium bilabiatum 	-62.7820	6.2520
Tanaecium bilabiatum 	-65.0830	6.2500
Tanaecium bilabiatum 	-65.0330	6.0660
Tanaecium bilabiatum 	-63.1580	6.6660
Tanaecium bilabiatum 	-64.4660	6.2000
Tanaecium bilabiatum 	-65.0660	6.0500
Tanaecium bilabiatum 	-61.0830	7.0830
Tanaecium bilabiatum 	-63.3160	6.4500
Tanaecium bilabiatum 	-63.3160	6.3660
