"","NDM_SppCode","Species","Spatial_Scale","Analysis","Consensus_Rule","Number_CAs","Consensus_Area","Individual_Areas","Number_Spp","Cons_Area_Min_Score","Cons_Area_Max_Score","Spp_Min_Score","Spp_Max_Score","Groups","Approx_geo","Area_name","Geo_name","Geo_sector"
"199","377","Tynanthus sastrei",3,"D","Loose 40","32","CA 25","2","7",3.429,4.429,"0.625","0.750","0","GU","D3CA25","GU_8","Guiana Shield"
"200","6","Adenocalymma apetiolatum",1,"D","Loose 40","10","CA 0","3","9",3.789,4.289,"0.000","0.708","0","AF","D1CA0","AF_1","Eastern South America and AtlanticForest"
"201","21","Adenocalymma cinereum",1,"D","Loose 40","10","CA 0","3","9",3.789,4.289,"0.351","0.784","0","AF","D1CA0","AF_1","Eastern South America and AtlanticForest"
"202","41","Adenocalymma lineare",1,"D","Loose 40","10","CA 0","3","9",3.789,4.289,"0.000","0.708","0","AF","D1CA0","AF_1","Eastern South America and AtlanticForest"
"203","43","Adenocalymma macrophyllum",1,"D","Loose 40","10","CA 0","3","9",3.789,4.289,"0.460","0.895","0","AF","D1CA0","AF_1","Eastern South America and AtlanticForest"
"204","57","Adenocalymma salmoneum",1,"D","Loose 40","10","CA 0","3","9",3.789,4.289,"0.547","0.932","0","AF","D1CA0","AF_1","Eastern South America and AtlanticForest"
"205","62","Adenocalymma sessile",1,"D","Loose 40","10","CA 0","3","9",3.789,4.289,"0.296","0.565","0","AF","D1CA0","AF_1","Eastern South America and AtlanticForest"
"206","64","Adenocalymma subsessilifolium",1,"D","Loose 40","10","CA 0","3","9",3.789,4.289,"0.000","0.683","0","AF","D1CA0","AF_1","Eastern South America and AtlanticForest"
"207","161","Anemopaegma setilobum",1,"D","Loose 40","10","CA 0","3","9",3.789,4.289,"0.000","0.861","0","AF","D1CA0","AF_1","Eastern South America and AtlanticForest"
"208","276","Fridericia trachyphylla",1,"D","Loose 40","10","CA 0","3","9",3.789,4.289,"0.000","0.578","0","AF","D1CA0","AF_1","Eastern South America and AtlanticForest"
"209","16","Adenocalymma bullatum",1,"D","Loose 40","10","CA 1","4","7",3.025,3.275,"0.000","0.725","0","AF","D1CA1","AF_2","Eastern South America and AtlanticForest"
"210","35","Adenocalymma grandifolium",1,"D","Loose 40","10","CA 1","4","7",3.025,3.275,"0.547","0.821","0","AF","D1CA1","AF_2","Eastern South America and AtlanticForest"
"211","67","Adenocalymma trifoliatum",1,"D","Loose 40","10","CA 1","4","7",3.025,3.275,"0.438","0.792","0","AF","D1CA1","AF_2","Eastern South America and AtlanticForest"
"212","172","Bignonia costata",1,"D","Loose 40","10","CA 1","4","7",3.025,3.275,"0.000","0.738","0","AF","D1CA1","AF_2","Eastern South America and AtlanticForest"
"213","250","Fridericia leucopogon",1,"D","Loose 40","10","CA 1","4","7",3.025,3.275,"0.000","0.787","0","AF","D1CA1","AF_2","Eastern South America and AtlanticForest"
"214","285","Lundia damazioi",1,"D","Loose 40","10","CA 1","4","7",3.025,3.275,"0.000","0.692","0","AF","D1CA1","AF_2","Eastern South America and AtlanticForest"
"215","369","Tynanthus fasciculatus",1,"D","Loose 40","10","CA 1","4","7",3.025,3.275,"0.000","0.453","0","AF","D1CA1","AF_2","Eastern South America and AtlanticForest"
"216","16","Adenocalymma bullatum",1,"D","Loose 40","10","CA 3","1","4",2.615,2.865,"0.620","0.620","0","AF","D1CA3","AF_3","Eastern South America and AtlanticForest"
"217","68","Adenocalymma ubatubense",1,"D","Loose 40","10","CA 3","1","4",2.615,2.865,"0.625","0.625","0","AF","D1CA3","AF_3","Eastern South America and AtlanticForest"
"218","150","Anemopaegma pachyphyllum",1,"D","Loose 40","10","CA 3","1","4",2.615,2.865,"0.778","0.778","0","AF","D1CA3","AF_3","Eastern South America and AtlanticForest"
"219","172","Bignonia costata",1,"D","Loose 40","10","CA 3","1","4",2.615,2.865,"0.593","0.593","0","AF","D1CA3","AF_3","Eastern South America and AtlanticForest"
"220","16","Adenocalymma bullatum",1,"D","Loose 40","10","CA 5","1","5",3.282,3.532,"0.567","0.567","0","AF","D1CA5","AF_4","Eastern South America and AtlanticForest"
"221","172","Bignonia costata",1,"D","Loose 40","10","CA 5","1","5",3.282,3.532,"0.581","0.581","0","AF","D1CA5","AF_4","Eastern South America and AtlanticForest"
"222","240","Fridericia elegans",1,"D","Loose 40","10","CA 5","1","5",3.282,3.532,"0.771","0.771","0","AF","D1CA5","AF_4","Eastern South America and AtlanticForest"
"223","273","Fridericia subexserta",1,"D","Loose 40","10","CA 5","1","5",3.282,3.532,"0.682","0.682","0","AF","D1CA5","AF_4","Eastern South America and AtlanticForest"
"224","275","Fridericia subverticillata",1,"D","Loose 40","10","CA 5","1","5",3.282,3.532,"0.682","0.682","0","AF","D1CA5","AF_4","Eastern South America and AtlanticForest"
"225","6","Adenocalymma apetiolatum",1,"D","Loose 40","10","CA 8","1","5",3.035,3.285,"0.750","0.750","0","AF","D1CA8","AF_5","Eastern South America and AtlanticForest"
"226","37","Adenocalymma hirtum",1,"D","Loose 40","10","CA 8","1","5",3.035,3.285,"0.388","0.388","0","AF","D1CA8","AF_5","Eastern South America and AtlanticForest"
"227","41","Adenocalymma lineare",1,"D","Loose 40","10","CA 8","1","5",3.035,3.285,"0.750","0.750","0","AF","D1CA8","AF_5","Eastern South America and AtlanticForest"
"228","315","Martinella insignis",1,"D","Loose 40","10","CA 8","1","5",3.035,3.285,"0.398","0.398","0","AF","D1CA8","AF_5","Eastern South America and AtlanticForest"
"229","368","Tynanthus espiritosantensis",1,"D","Loose 40","10","CA 8","1","5",3.035,3.285,"0.750","0.750","0","AF","D1CA8","AF_5","Eastern South America and AtlanticForest"
"230","11","Adenocalymma aurantiacum",1,"D","Loose 40","10","CA 9","1","3",2.021,2.271,"0.563","0.563","0","AF","D1CA9","AF_6","Eastern South America and AtlanticForest"
"231","62","Adenocalymma sessile",1,"D","Loose 40","10","CA 9","1","3",2.021,2.271,"0.718","0.718","0","AF","D1CA9","AF_6","Eastern South America and AtlanticForest"
"232","308","Mansoa minensis",1,"D","Loose 40","10","CA 9","1","3",2.021,2.271,"0.739","0.739","0","AF","D1CA9","AF_6","Eastern South America and AtlanticForest"
"233","0","Adenocalymma ackermannii",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.833","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"234","6","Adenocalymma apetiolatum",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.750","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"235","7","Adenocalymma apparicianum",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.741","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"236","11","Adenocalymma aurantiacum",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.800","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"237","16","Adenocalymma bullatum",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.917","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"238","18","Adenocalymma candolleanum",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.831","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"239","21","Adenocalymma cinereum",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.889","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"240","25","Adenocalymma cristicalyx",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.774","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"241","26","Adenocalymma cymbalum",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.802","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"242","27","Adenocalymma dichilum",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.875","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"243","28","Adenocalymma divaricatum",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.634","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"244","33","Adenocalymma gibbosum",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.714","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"245","35","Adenocalymma grandifolium",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.917","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"246","37","Adenocalymma hirtum",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.714","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"247","38","Adenocalymma hypostictum",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.833","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"248","41","Adenocalymma lineare",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.750","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"249","43","Adenocalymma macrophyllum",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.861","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"250","56","Adenocalymma pubescens",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.720","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"251","57","Adenocalymma salmoneum",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.958","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"252","60","Adenocalymma scabriusculum",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.701","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"253","62","Adenocalymma sessile",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.969","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"254","64","Adenocalymma subsessilifolium",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.825","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"255","65","Adenocalymma subspicatum",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.804","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"256","67","Adenocalymma trifoliatum",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.850","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"257","68","Adenocalymma ubatubense",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.636","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"258","74","Amphilophium bauhinioides",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.794","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"259","75","Amphilophium blanchetii",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.700","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"260","76","Amphilophium bracteatum",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.559","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"261","85","Amphilophium dolichoides",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.514","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"262","90","Amphilophium frutescens",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.705","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"263","107","Amphilophium perbracteatum",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.750","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"264","120","Anemopaegma album",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.795","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"265","126","Anemopaegma citrinum",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.854","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"266","132","Anemopaegma goyazense",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.566","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"267","136","Anemopaegma heringeri",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.750","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"268","137","Anemopaegma hilarianum",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.813","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"269","142","Anemopaegma laeve",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.835","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"270","160","Anemopaegma scabriusculum",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.814","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"271","161","Anemopaegma setilobum",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","1.000","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"272","162","Anemopaegma velutinum",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.848","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"273","172","Bignonia costata",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.731","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"274","195","Cuspidaria argentea",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.824","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"275","200","Cuspidaria cratensis",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.731","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"276","205","Cuspidaria lasiantha",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.754","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"277","208","Cuspidaria multiflora",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.809","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"278","209","Cuspidaria octoptera",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.790","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"279","226","Fridericia bahiensis",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.721","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"280","237","Fridericia cuneifolia",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.839","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"281","238","Fridericia dispar",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.656","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"282","240","Fridericia elegans",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.719","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"283","241","Fridericia erubescens",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.601","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"284","246","Fridericia formosa",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.672","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"285","250","Fridericia leucopogon",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.817","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"286","251","Fridericia limae",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.811","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"287","267","Fridericia rego",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.695","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"288","270","Fridericia simplex",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.750","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"289","273","Fridericia subexserta",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.667","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"290","274","Fridericia subincana",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.796","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"291","275","Fridericia subverticillata",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.750","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"292","276","Fridericia trachyphylla",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.808","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"293","281","Fridericia tynanthoides",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.744","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"294","285","Lundia damazioi",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.875","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"295","288","Lundia gardneri",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.762","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"296","289","Lundia helicocalyx",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.583","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"297","293","Lundia obliqua",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.625","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"298","296","Lundia virginalis",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.765","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"299","303","Mansoa hirsuta",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.729","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"300","304","Mansoa hymenaea",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.846","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"301","305","Mansoa ivanii",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.833","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"302","306","Mansoa lanceolata",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.759","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"303","307","Mansoa longicalyx",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.750","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"304","308","Mansoa minensis",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.813","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"305","310","Mansoa paganuccii",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.785","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"306","315","Martinella insignis",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.725","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"307","324","Pleonotoma castelnaei",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.766","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"308","336","Pleonotoma stichadenia",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.810","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"309","349","Tanaecium cyrtanthum",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.788","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"310","354","Tanaecium neobrasiliense",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.756","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"311","356","Tanaecium paradoxum",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.750","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"312","357","Tanaecium parviflorum",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.853","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"313","369","Tynanthus fasciculatus",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.827","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"314","371","Tynanthus labiatus",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.778","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"315","379","Xylophragma corchoroides",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.820","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"316","380","Xylophragma harleyi",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.732","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"317","381","Xylophragma heterocalyx",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.620","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"318","382","Xylophragma myrianthum",2,"D","Loose 40","28","CA 0","110","86",2.081,11.806,"0.000","0.500","0","AF","D2CA0","AF_7","Eastern South America and AtlanticForest"
"319","0","Adenocalymma ackermannii",2,"D","Loose 40","28","CA 1","2","4",2.024,2.274,"0.750","0.833","0","AF","D2CA1","AF_8","Eastern South America and AtlanticForest"
"320","32","Adenocalymma flavum",2,"D","Loose 40","28","CA 1","2","4",2.024,2.274,"0.571","0.688","0","AF","D2CA1","AF_8","Eastern South America and AtlanticForest"
"321","38","Adenocalymma hypostictum",2,"D","Loose 40","28","CA 1","2","4",2.024,2.274,"0.288","0.587","0","AF","D2CA1","AF_8","Eastern South America and AtlanticForest"
"322","315","Martinella insignis",2,"D","Loose 40","28","CA 1","2","4",2.024,2.274,"0.000","0.405","0","AF","D2CA1","AF_8","Eastern South America and AtlanticForest"
"323","16","Adenocalymma bullatum",2,"D","Loose 40","28","CA 3","3","6",2.865,3.115,"0.000","0.548","0","AF","D2CA3","AF_9","Eastern South America and AtlanticForest"
"324","210","Cuspidaria pulchella",2,"D","Loose 40","28","CA 3","3","6",2.865,3.115,"0.000","0.767","0","AF","D2CA3","AF_9","Eastern South America and AtlanticForest"
"325","246","Fridericia formosa",2,"D","Loose 40","28","CA 3","3","6",2.865,3.115,"0.646","0.757","0","AF","D2CA3","AF_9","Eastern South America and AtlanticForest"
"326","293","Lundia obliqua",2,"D","Loose 40","28","CA 3","3","6",2.865,3.115,"0.484","0.847","0","AF","D2CA3","AF_9","Eastern South America and AtlanticForest"
"327","330","Pleonotoma fluminensis",2,"D","Loose 40","28","CA 3","3","6",2.865,3.115,"0.000","0.652","0","AF","D2CA3","AF_9","Eastern South America and AtlanticForest"
"328","369","Tynanthus fasciculatus",2,"D","Loose 40","28","CA 3","3","6",2.865,3.115,"0.586","0.736","0","AF","D2CA3","AF_9","Eastern South America and AtlanticForest"
"329","24","Adenocalymma coriaceum",2,"D","Loose 40","28","CA 9","1","3",2.328,2.578,"0.697","0.697","0","AF","D2CA9","AF_10","Eastern South America and AtlanticForest"
"330","126","Anemopaegma citrinum",2,"D","Loose 40","28","CA 9","1","3",2.328,2.578,"0.828","0.828","0","AF","D2CA9","AF_10","Eastern South America and AtlanticForest"
"331","205","Cuspidaria lasiantha",2,"D","Loose 40","28","CA 9","1","3",2.328,2.578,"0.803","0.803","0","AF","D2CA9","AF_10","Eastern South America and AtlanticForest"
"332","28","Adenocalymma divaricatum",2,"D","Loose 40","28","CA 10","2","4",2.184,2.684,"0.654","0.824","0","AF","D2CA10","AF_11","Eastern South America and AtlanticForest"
"333","133","Anemopaegma gracile",2,"D","Loose 40","28","CA 10","2","4",2.184,2.684,"0.000","0.802","0","AF","D2CA10","AF_11","Eastern South America and AtlanticForest"
"334","241","Fridericia erubescens",2,"D","Loose 40","28","CA 10","2","4",2.184,2.684,"0.753","0.867","0","AF","D2CA10","AF_11","Eastern South America and AtlanticForest"
"335","336","Pleonotoma stichadenia",2,"D","Loose 40","28","CA 10","2","4",2.184,2.684,"0.000","0.777","0","AF","D2CA10","AF_11","Eastern South America and AtlanticForest"
"336","30","Adenocalymma dusenii",2,"D","Loose 40","28","CA 13","1","5",3.506,3.756,"0.846","0.846","0","AF","D2CA13","AF_12","Eastern South America and AtlanticForest"
"337","36","Adenocalymma hatschbachii",2,"D","Loose 40","28","CA 13","1","5",3.506,3.756,"0.865","0.865","0","AF","D2CA13","AF_12","Eastern South America and AtlanticForest"
"338","76","Amphilophium bracteatum",2,"D","Loose 40","28","CA 13","1","5",3.506,3.756,"0.647","0.647","0","AF","D2CA13","AF_12","Eastern South America and AtlanticForest"
"339","85","Amphilophium dolichoides",2,"D","Loose 40","28","CA 13","1","5",3.506,3.756,"0.647","0.647","0","AF","D2CA13","AF_12","Eastern South America and AtlanticForest"
"340","86","Amphilophium dusenianum",2,"D","Loose 40","28","CA 13","1","5",3.506,3.756,"0.500","0.500","0","AF","D2CA13","AF_12","Eastern South America and AtlanticForest"
"341","223","Dolichandra unguiculata",2,"D","Loose 40","28","CA 18","1","6",4.116,4.366,"0.711","0.711","0","AF","D2CA18","AF_13","Eastern South America and AtlanticForest"
"342","237","Fridericia cuneifolia",2,"D","Loose 40","28","CA 18","1","6",4.116,4.366,"0.550","0.550","0","AF","D2CA18","AF_13","Eastern South America and AtlanticForest"
"343","267","Fridericia rego",2,"D","Loose 40","28","CA 18","1","6",4.116,4.366,"0.782","0.782","0","AF","D2CA18","AF_13","Eastern South America and AtlanticForest"
"344","304","Mansoa hymenaea",2,"D","Loose 40","28","CA 18","1","6",4.116,4.366,"0.716","0.716","0","AF","D2CA18","AF_13","Eastern South America and AtlanticForest"
"345","306","Mansoa lanceolata",2,"D","Loose 40","28","CA 18","1","6",4.116,4.366,"0.757","0.757","0","AF","D2CA18","AF_13","Eastern South America and AtlanticForest"
"346","379","Xylophragma corchoroides",2,"D","Loose 40","28","CA 18","1","6",4.116,4.366,"0.600","0.600","0","AF","D2CA18","AF_13","Eastern South America and AtlanticForest"
"347","30","Adenocalymma dusenii",2,"D","Loose 40","28","CA 20","1","3",2.67,2.92,"1.000","1.000","0","AF","D2CA20","AF_14","Eastern South America and AtlanticForest"
"348","36","Adenocalymma hatschbachii",2,"D","Loose 40","28","CA 20","1","3",2.67,2.92,"0.947","0.947","0","AF","D2CA20","AF_14","Eastern South America and AtlanticForest"
"349","146","Anemopaegma nebulosum",2,"D","Loose 40","28","CA 20","1","3",2.67,2.92,"0.722","0.722","0","AF","D2CA20","AF_14","Eastern South America and AtlanticForest"
"350","223","Dolichandra unguiculata",2,"D","Loose 40","28","CA 22","1","3",2.121,2.371,"0.802","0.802","0","AF","D2CA22","AF_15","Eastern South America and AtlanticForest"
"351","271","Fridericia speciosa",2,"D","Loose 40","28","CA 22","1","3",2.121,2.371,"0.669","0.669","0","AF","D2CA22","AF_15","Eastern South America and AtlanticForest"
"352","302","Mansoa glaziovii",2,"D","Loose 40","28","CA 22","1","3",2.121,2.371,"0.651","0.651","0","AF","D2CA22","AF_15","Eastern South America and AtlanticForest"
"353","53","Adenocalymma paulistarum",2,"D","Loose 40","28","CA 24","1","3",2.506,2.756,"0.840","0.840","0","AF","D2CA24","AF_16","Eastern South America and AtlanticForest"
"354","254","Fridericia mutabilis",2,"D","Loose 40","28","CA 24","1","3",2.506,2.756,"0.849","0.849","0","AF","D2CA24","AF_16","Eastern South America and AtlanticForest"
"355","373","Tynanthus micranthus",2,"D","Loose 40","28","CA 24","1","3",2.506,2.756,"0.817","0.817","0","AF","D2CA24","AF_16","Eastern South America and AtlanticForest"
"356","3","Adenocalymma alboaurantiacum",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.761","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
